id,neighbors
8108,
8134,2340
8398,
8405,
8425,
8566,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980"
8567,5067
8571,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5067,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567"
8608,
8615,4718
8669,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571"
8741,1937
8744,
8779,6127
8791,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669"
8811,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791"
8820,
8957,
9109,
9183,
9193,
9234,
9333,7276
9336,1298
9518,
9521,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020"
9587,
9655,
9673,6313
9754,"429,437,464,740,742,760,977,997,1105,1571,1840,3531,4293,4295,4443,4763,4779,4988,5039,6284,6701,6706,7980"
9776,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754"
9784,"942,1105,1571,6284,7980,9754"
9788,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776"
9798,6337
9801,
9820,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788"
9830,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820"
9872,
9905,"395,7641,9333"
10104,
10170,9872
10200,"318,464,618,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7276,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830"
10208,
10283,"233,508,1993"
10284,"1495,3639"
10300,
10345,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208"
10398,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345"
10494,
10505,
10556,"1619,3449,5809"
10558,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398"
10572,
10575,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558"
10594,"318,429,437,464,537,740,742,760,997,1030,1072,1105,1318,1571,1840,1842,1847,1893,3531,4293,4295,4443,4757,4763,4779,4820,4988,5039,5052,5139,5847,6284,6701,6706,6960,7586,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575"
10610,
10613,"1674,8669"
10624,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594"
10707,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624"
10709,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707"
10769,
10801,"879,5067"
10857,
10869,"3013,4918"
10906,8006
10918,
11003,
11023,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709"
11026,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023"
11031,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026"
11037,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031"
11185,
11199,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5067,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,10801,11023,11026,11031,11037"
11202,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199"
11212,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202"
11222,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212"
11377,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222"
11386,
11521,"5067,10801"
11530,
11662,"395,618,6598,7276,9333,9905,10200"
11672,8820
11779,"5067,10801,11521"
11888,"3013,4918,10869"
12016,
12023,
12112,"429,437,537,742,760,997,1072,1105,1571,4757,4820,4988,6284,6706,7586,7980,9754,10594,11521"
12126,6019
12166,
12195,"429,437,537,742,760,997,1072,1105,1571,4757,4820,4988,6284,6706,7586,7980,9754,10594,11521,12112"
12219,6691
12330,
12351,
12374,"8006,8064"
12482,
12611,
12638,
12645,"3519,4171,7173"
12665,"3013,4918,10869,11888"
12713,"1298,9336"
12755,"3449,5809,10556"
12820,
12834,"429,437,760,977,1122,3531,4988,5052,7641,9333,9754,11521"
12841,"2599,3040"
12861,
12882,
12921,5473
12928,
12953,
12990,"3519,4171,7173,12645"
13048,
13181,
13217,"3519,4171,7173,12645,12990"
13257,
13266,429
13376,"7276,9333"
13396,
13408,
13468,"760,1847,3531,4988,5052,7641,8134,9333,9754,13376"
13514,"6019,12126"
13571,"3060,9333"
13610,"1339,7276,9333,13376"
13617,"1030,5067,8571,10300,10801,11199,11521,11779,13376"
13692,"1566,1622"
13708,
13720,
13744,1495
13774,
13832,2487
13911,3449
13925,
14132,"12953,13832"
14177,5947
14236,"7641,8134,9333,13468"
14258,
14352,"619,5033,5760"
14392,"497,2340,8134,14236"
14457,
14479,9333
14545,"2487,2524"
14564,
14615,
14742,"760,3531,4988,5052,7641,9333,9754,13376,13468,14236"
14838,
14840,
14961,"497,1847,2220,7641,14236,14392"
15002,"582,4918,5473,12921"
15006,
15008,14457
15010,"742,942,1105,1571,6284,7980,9754,9784"
15051,"3519,4171,7173,12645,12990,13217"
15066,
15067,1047
15321,9234
15332,"1566,1622,13692"
15352,"13832,14132"
15361,13708
15452,
15462,
15481,"3519,4171,7173,12645,12990,13217,15051"
15507,3067
15534,9518
15547,12638
15604,
15688,5578
15791,"429,437,537,742,760,942,997,1072,1105,1571,4757,4820,4988,6284,6706,7586,7980,9754,9784,10594,11521,12112,12195,15010"
15792,"6127,8779"
15807,
15941,
15944,
16050,
16070,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742"
16188,"3449,13911"
16202,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070"
16279,
16280,7427
16327,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202"
16379,
16408,16050
16436,16408
16448,"3519,4171,7173,12645,12990,13217,15051,15481"
16492,"2487,13832"
16519,"6371,8006"
16607,3102
16616,5660
16642,
16696,"742,760,997,4988,6284,6706,7276,7980,9333,9754,10200,10594,13376"
16708,
16751,
16778,"1047,15067"
16787,
16794,
16811,
16838,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696"
16840,"318,360,464,740,742,760,942,977,997,1030,1113,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,13376,13468,14236,14742,16070,16202,16327,16696,16838"
16845,"15944,16050"
16850,"395,1863,7641,9333,9905,14236,14742"
16894,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521"
16915,
16922,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840"
16991,"429,437,537,742,760,997,1072,1105,1571,4757,4820,4988,6284,6706,7586,7980,9754,10594,11521,12112,12195,15791,16696"
17051,"1138,6706,7276,9333,13376,16696"
17133,"497,8134,13468,14236,14392"
17148,
17183,509
17204,
17233,12023
17409,"3078,6369,12023,16708"
17433,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922"
17567,
17602,"318,360,464,740,742,760,942,977,997,1030,1113,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433"
17674,
17687,
17750,"8820,11672"
17767,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521,16894"
17820,"403,1043,11521"
17827,
17945,16050
17971,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521,16894,17767"
18263,"429,437,537,742,760,997,1072,1105,1571,4757,4820,4988,6284,6706,7586,7980,9754,10594,11521,12112,12195,15791,16696,16991"
18330,5485
18374,"429,437,537,742,760,977,997,1072,1105,1122,1571,3531,4757,4820,4988,5052,6284,6706,7586,7641,7980,9333,9754,10594,11521,12112,12195,12834,13376,13468,14236,14742,15791,16070,16202,16327,16696,16838,16922,16991,17433,18263"
18401,
18592,
18610,1536
18632,15941
18657,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18374"
18688,"16050,16408"
18701,"1566,1622,13692,15332"
18709,9193
18762,
18786,"3078,6369,12023,17409"
18801,"13720,16050,16408"
18840,
18937,"395,9333,9905"
18939,"429,437,537,742,760,997,1072,1105,1571,4757,4820,4988,6284,6706,7586,7980,9754,10594,11521,12112,12195,15791,16696,16991,18263,18374,18937"
18950,14258
18955,
18967,17204
18978,
19089,"9872,10170"
19090,"1863,7641,9333,9905,14236,14742,16850"
19091,"3181,16408"
19094,
19095,"1566,1622,13692,15332,18701"
19098,"360,464,740,942,977,1113,1840,3531,4293,4295,4443,4763,4779,5039,6701,9754,11521,16840,17602"
19113,"6706,7276,9333,13376,16696"
19182,
19244,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18374,18657,19113"
19256,17687
19280,"13720,16050,16408,18688"
19371,"5473,12921,15002"
19452,
19456,
19461,"318,360,464,740,742,760,942,977,997,1030,1113,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18657,19098,19113,19244"
19523,
19680,
19782,
19832,
19861,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18374,18657,19113,19244,19461"
19971,
19989,
20033,
20081,"16050,16408,18688"
20141,12953
20243,"879,5067,10801,11521,11779"
20246,"318,429,437,464,740,742,760,977,997,1030,1122,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12834,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18374,18657,19113,19244,19461,19861"
20255,"4718,8615"
20265,"11672,17750"
20298,16408
20337,"429,437,458,476,537,742,760,997,1047,1072,1105,1438,1571,1757,2484,4242,4249,4450,4757,4820,4988,6284,6706,7197,7215,7514,7586,7980,8020,9521,9754,10594,11521,12112,12195,15791,16696,16894,16991,17767,17971,18263,18374,18937,18939"
20398,
20495,
20507,19452
20523,
20543,"8134,14236,14392"
20554,"13708,15361"
20571,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521,16894,17767,17971,20337"
20612,
20622,9183
20666,"3519,4171,7173,12645,12990,13217,15051,15481,16448"
20668,
20683,
20688,1372
20704,
20726,"395,1863,6353,6598,7641,9333,9905,14236,14742,16850,18937,19090"
20733,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521,16894,17767,17971,20337,20571"
20745,7030
20754,"3519,4171,7173,12645,12990,13217,15051,15481,16448,20666"
20826,2252
20834,"1468,2627,4349,6219"
20843,"1566,1622,13692,15332,18701,19095"
20848,"6313,9673"
20854,"13832,14132,15352"
20871,
20936,
20937,8064
20975,"497,1847,2220,7641,14236,14392,14961,20543"
21087,
21137,4307
21206,
21304,16642
21325,"2643,6189"
21447,"3078,6369,12023,17409,18786,20298"
21497,"6337,9798"
21604,"8425,8608"
21630,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18657,19113,19244,19461,19861,20246"
21649,"3449,5809,10556,12755"
21699,
21793,
21823,14615
21841,"1566,1622,13692,15332,18701,19095,20843"
21858,"3449,5809,10556,12755,21649"
21869,
22003,"17204,18967"
22079,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521,16894,17767,17971,20337,20571,20733"
22232,"742,15010"
22265,"618,7276,9333,10200,11662,13376,16696,19113,20543"
22278,"458,476,1047,1438,1757,2484,4242,4249,4450,7197,7215,7514,8020,9521,16894,17767,17971,20337,20571,20733,22079"
22308,"2850,16050,16408,18688,20081"
22386,6267
22410,
22538,"360,464,740,942,977,1105,1113,1571,1840,3531,4293,4295,4443,4763,4779,5039,6284,6701,7980,9754,9784,11521,15010,15791,16840,17602,19098,19113,19461"
22545,10769
22561,
22568,16279
22589,"9183,20622"
22601,"5473,12921,15002,19371"
22617,"13832,14132,15352,20854"
22657,"395,7641,9333,9905,14236,14742,16850,18937"
22660,13257
22690,
22697,
22716,
22815,
22817,
22869,"3013,4918,10869,11888,12665"
22878,
22897,
22923,
22944,
22946,1043
22958,
22997,1427
23080,
23093,
23102,"318,429,437,464,537,740,742,760,997,1030,1072,1105,1318,1571,1840,1842,1847,1893,3531,4293,4295,4443,4757,4763,4779,4820,4988,5039,5052,5139,5847,6284,6701,6706,6960,7586,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,12112,12195,13376,13468,14236,14742,15791,16070,16202,16327,16696,16838,16840,16922,16991,17433,17602,18263,18374,18657,18937,18939,19113,19244,19461,19861,20246,20337,21630"
23157,"1298,9336,12713"
23160,"3013,4918,10869,11888,12665,22869"
23217,
23226,
23229,6325
23271,
23276,
23278,"19452,20507"
23284,23217
23285,
23303,20298
23322,"16408,16436,19782,20298"
23343,"760,3531,4988,5052,7641,9333,9754,13376,13468,14236,14742,16070,16202,16327,16838,16922,17433,18657,19244,19861,20246"
23347,"3013,4918,10869,11888,12665,22869,23160"
23389,"318,360,464,740,742,760,942,977,997,1030,1113,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,11521,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18657,19098,19113,19244,19461,19861,20246,21630,22538,23102,23343"
23449,
23478,"318,464,740,742,760,997,1030,1318,1840,1842,1847,1893,3531,4293,4295,4443,4763,4779,4988,5039,5052,5139,5847,6284,6701,6706,6960,7641,7980,8566,8567,8571,8669,8791,8811,9333,9754,9776,9788,9820,9830,10200,10208,10345,10398,10558,10575,10594,10624,10707,10709,11023,11026,11031,11037,11199,11202,11212,11222,11377,13376,13468,14236,14742,16070,16202,16327,16696,16838,16840,16922,17433,17602,18657,19113,19244,19461,19861,20246,21630,23102,23343,23389"
23495,"12023,17233"
23528,"460,2344,2501,4661,7276,9333,13376,16696,19113"
23558,
23561,3877
23577,"5947,14177"
23586,
23603,12482
23612,
23614,"16408,16436,20298,23322"
