id,neighbors
443104,"417745,439756,442897,443103,439755,442898,442896,443102,439818,439819,442947,442772,442770,439118,439119,442771,442948,443838,501049,407761,442946,439779,439784,439771,413739,404570,408836,442921,413699,483832,439078,421555,442760,439769,442925,413773,439079,443039,440813,443037,483808,443040,413776,443033,413767,405023,421442,442761,440567,442923,440577,413786,442759,440574,407260,442890,486847,407231,413780,414324,474641,443032,440572,405167,442888,439749,414307,417037,439747,443035,440565,442750,429028,406853,414300,414302,458137,429039,414321,433886,413792,414293,413802,414318,413798,423300,468913,439724,440793,437979,483860,442751,414283,442828,414281,413810,420966,442829,418587,418606,408745,418602,442749,442889,500682,419542,509878,435186,415867,418627,406745,413788,442713,410899,407617,417327,439725,419696,486383,401588,442827,472719,420219,472579,401267"
407087,"442908,442907,439761,442905,439760,414017,414020,442674,442673,442661,442660,485009,438918,442662"
439138,"438933,445127,439155,416677,416678,440040,442784,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,439717,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439718,450636,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,450631,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
442972,"442973,439803,442971,439804,443135,443134,408654,439829,501784,439828,501778,413552,413580,408889,443130,413523,413511,413577,413514,501808,462627,413530,413506,508784,413520,439695,413563,439694,413549,413561,413555,413570,483618,501843,413587"
440040,"438933,445127,439155,416677,416678,439138,442784,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,442818,442811,440042,440401,442822,443108,440084,429041,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,443164,442910,432556,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
495135,"439756,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,430875,443178,476111,415208,426448,405019,476172,476202,405086,491855,476076,476034,448959,442825,400032,476087,476101,476069,442842,448862,473713,476137,439738,415641,408352,442826,442843,489520,507988,505485,418577,412567,476131,476019,440001,439998,476013,440000,450103,442824,484123,418565,428712,492914,451996,429449,399580,443179,408995,418838,486813,476120,415607,422000,416434,478063,416348,435513,401789,493910,428868,467426,415337,468175,486856,476091,448778,406793,476083,427594,437329,499720,502407,455056,445793,400890,504567,476030,489529,440998,430611,440724,470046,402016,477916,401494,489497,434627,497121,441873,445749,504184,409844,459505,448212,448585,455681,420835,456379,435960,406399,439833,476149,439698,476535,427708,449937,431565,435648,407229,466404,400480,450715,439490,476196"
447139,"447138,442695,439009,447137,442697,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,407337,439730,439733,407277,442837,491761,442836,407301,442906,423329,407327,407287,407318,442910,440761,443202,442911,443206"
442897,"439756,443104,495135,443103,439755,442898,442896,423810,443102,439818,443124,439645,412607,439826,439644,442675,439819,439149,442947,443125,442772,439825,442677,442676,442770,442801,442800,439152,433833,442798,442797,442803,439118,439119,442771,442804,443127,403070,442948,439151,498236,461133,407761,442946,439153,439943,400529,439779,439784,508438,508386,439146,439771,413739,508390,408836,442921,412912,485633,507936,413699,399065,408861,439736,455057,408277,406678,439078,476210,508137,481709,409658,489130,421555,469103,471412,414941,399565,442760,439769,418327,421052,442925,440999,472385,439148,442844,413773,439079,443039,409773,440813,443037,441000,402284,443175,443040,413776,439834,437755,443033,430875,422417,411656,413767,405023,443178,510913,476111,415208,442761,440567,426448,442700,404196,409896,405019,442923,476172,440577,476202,405086,491855,476076,414225,476034,456527,448959,437768,442825,463098,413786,483727,442698,400032,482675,442759,476087,476101,476069,440574,461773,442842,448862,407260,473713,507566,476137,439738,415641,408352,412408,442826,460315,442890,460194,442843,489520,430481,407231,413780,414324,415721,474641,443032,507988,440572,505485,436138,457453,418577,423557,409807,412567,476131,418094,420583,405167,476019,440001,454010,439998,476013,411893,440000,450103,464410,442888,497371,442824,506434,484123,439749,418565,424837,428712,433770,463994,414307,468963,452483,417037,492914,439747,451996,429449,399580,443179,408995,415828,432236,485966,443035,420296,402983,418838,486813,440565,476120,483441,448088,402963,405294,415607,443447,420413,482761,428252,413225,422000,416434,442750,416348,429028,406853,414300,452525,420228,414302,464673,435513,457892,458137,400287,429039,401789,493910,414321,403672,428868,413792,467426,414293,430496,413802,425961,454066,414318,401103,487219,415337,468175,413798,423300,486856,468913,476091,415682,431828,448778,439724,440793,426068,437979,454301,498339,483860,406793,442751,476083,413252,427594,414283,422602,420376,462455,442828,439685,437329,499720,502407,414281,442699,413810,481606,455056,407616,420966,442829,400890,418587,450497,418606,444820,408745,446679,504567,418602,477868,510103,401975,478980,476030,489529,413102,442749,453081,440998,430611,450881,472871,452636,433834,466038,402011,440724,470046,402016,467957,477916,401494,489497,434627,500958,442889,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,411216,502558,463077,431232,500682,399945,448212,493896,448585,418272,455681,485865,483196,437588,509878,418453,435186,495287,479492,418627,493295,420835,438384,495837,413788,456379,435960,406399,439833,442713,447380,476149,439698,504150,446374,476535,459503,427708,477700,449937,413440,407025,496851,442097,410899,431565,439422,417327,439725,419696,435648,401520,508460,486383,410556,476498,509868,417208,454111,401588,442827,439687,466404,472719,476015,409617,442143,400480,468235,450715,403100,448686,417741,502232,472579,439490,401267,476196"
438939,"438938,442757,442756,439877,439874,438937,477940,413190,413209,413177,413212,413204,413199,442884,413172,442881"
442695,"447138,447139,439009,447137,442697,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,439730,439733,407277,442837,491761,442836,423329,407327,407287,414373"
443103,"417745,439756,443104,442897,439755,442898,442896,443102,439818,439819,442947,442772,442770,439118,439119,442771,442948,443838,501049,407761,442946,439779,439784,439771,413739,404570,408836,442921,413699,483832,439078,421555,442760,439769,442925,413773,439079,443039,440813,443037,483808,443040,413776,443033,413767,405023,421442,442761,440567,442923,440577,413786,442759,440574,407260,442890,486847,407231,413780,414324,474641,443032,440572,405167,442888,439749,414307,417037,439747,443035,440565,442750,429028,406853,414300,414302,458137,429039,414321,433886,413792,414293,413802,414318,413798,423300,468913,439724,440793,437979,483860,442751,414283,442828,414281,413810,420966,442829,418587,418606,408745,418602,442749,442889,500682,419542,509878,435186,415867,418627,406745,413788,442713,410899,407617,417327,439725,419696,486383,401588,442827,472719,420219,472579,401267"
442784,"438933,445127,439155,416677,416678,439138,440040,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,439717,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439718,450636,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,450631,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
440034,"440782,440779,443196,448000"
439009,"447138,447139,442695,447137,442697,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,439730,439733,407277,442837,491761,442836,423329,407327,407287,414373"
439755,"439756,443104,495135,442897,443103,442898,442896,423810,443102,439818,443124,439645,412607,439826,439644,442675,439819,439149,442947,443125,442772,439825,442677,442676,442770,442801,442800,439152,433833,442798,442797,442803,439118,439119,442771,442804,443127,403070,442948,439151,498236,461133,407761,442946,439153,439943,400529,439779,439784,508438,508386,439146,439771,413739,508390,408836,442921,412912,485633,507936,413699,399065,408861,439736,455057,408277,406678,439078,476210,508137,481709,409658,489130,421555,469103,471412,414941,399565,442760,439769,418327,421052,442925,440999,472385,439148,442844,413773,439079,443039,409773,440813,443037,441000,402284,443175,443040,413776,439834,437755,443033,430875,422417,411656,413767,405023,443178,510913,476111,415208,442761,440567,426448,442700,404196,409896,405019,442923,476172,440577,476202,405086,491855,476076,414225,476034,456527,448959,437768,442825,463098,413786,483727,442698,400032,482675,442759,476087,476101,476069,440574,461773,442842,448862,407260,473713,507566,476137,439738,415641,408352,412408,442826,460315,442890,460194,442843,489520,430481,407231,413780,414324,415721,474641,443032,507988,440572,505485,436138,457453,418577,423557,409807,412567,476131,418094,420583,405167,476019,440001,454010,439998,476013,411893,440000,450103,464410,442888,497371,442824,506434,484123,439749,418565,424837,428712,433770,463994,414307,468963,452483,417037,492914,439747,451996,429449,399580,443179,408995,415828,432236,485966,443035,420296,402983,418838,486813,440565,476120,483441,448088,402963,405294,415607,443447,420413,482761,428252,413225,422000,416434,442750,416348,429028,406853,414300,452525,420228,414302,464673,435513,457892,458137,400287,429039,401789,493910,414321,403672,428868,413792,467426,414293,430496,413802,425961,454066,414318,401103,487219,415337,468175,413798,423300,486856,468913,476091,415682,431828,448778,439724,440793,426068,437979,454301,498339,483860,406793,442751,476083,413252,427594,414283,422602,420376,462455,442828,439685,437329,499720,502407,414281,442699,413810,481606,455056,407616,420966,442829,400890,418587,450497,418606,444820,408745,446679,504567,418602,477868,510103,401975,478980,476030,489529,413102,442749,453081,440998,430611,450881,472871,452636,433834,466038,402011,440724,470046,402016,467957,477916,401494,489497,434627,500958,442889,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,411216,502558,463077,431232,500682,399945,448212,493896,448585,418272,455681,485865,483196,437588,509878,418453,435186,495287,479492,418627,493295,420835,438384,495837,413788,456379,435960,406399,439833,442713,447380,476149,439698,504150,446374,476535,459503,427708,477700,449937,413440,407025,496851,442097,410899,431565,439422,417327,439725,419696,435648,401520,508460,486383,410556,476498,509868,417208,454111,401588,442827,439687,466404,472719,476015,409617,442143,400480,468235,450715,403100,448686,417741,502232,472579,439490,401267,476196"
442898,"439756,443104,495135,442897,443103,439755,442896,423810,443102,439818,443124,439645,412607,439826,439644,442675,439819,439149,442947,443125,442772,439825,442677,442676,442770,442801,442800,439152,433833,442798,442797,442803,439118,439119,442771,442804,443127,403070,442948,439151,498236,461133,407761,442946,439153,439943,400529,439779,439784,508438,508386,439146,439771,413739,508390,408836,442921,412912,485633,507936,413699,399065,408861,439736,455057,408277,406678,439078,476210,508137,481709,409658,489130,421555,469103,471412,414941,399565,442760,439769,418327,421052,442925,440999,472385,439148,442844,413773,439079,443039,409773,440813,443037,441000,402284,443175,443040,413776,439834,437755,443033,430875,422417,411656,413767,405023,443178,510913,476111,415208,442761,440567,426448,442700,404196,409896,405019,442923,476172,440577,476202,405086,491855,476076,414225,476034,456527,448959,437768,442825,463098,413786,483727,442698,400032,482675,442759,476087,476101,476069,440574,461773,442842,448862,407260,473713,507566,476137,439738,415641,408352,412408,442826,460315,442890,460194,442843,489520,430481,407231,413780,414324,415721,474641,443032,507988,440572,505485,436138,457453,418577,423557,409807,412567,476131,418094,420583,405167,476019,440001,454010,439998,476013,411893,440000,450103,464410,442888,497371,442824,506434,484123,439749,418565,424837,428712,433770,463994,414307,468963,452483,417037,492914,439747,451996,429449,399580,443179,408995,415828,432236,485966,443035,420296,402983,418838,486813,440565,476120,483441,448088,402963,405294,415607,443447,420413,482761,428252,413225,422000,416434,442750,416348,429028,406853,414300,452525,420228,414302,464673,435513,457892,458137,400287,429039,401789,493910,414321,403672,428868,413792,467426,414293,430496,413802,425961,454066,414318,401103,487219,415337,468175,413798,423300,486856,468913,476091,415682,431828,448778,439724,440793,426068,437979,454301,498339,483860,406793,442751,476083,413252,427594,414283,422602,420376,462455,442828,439685,437329,499720,502407,414281,442699,413810,481606,455056,407616,420966,442829,400890,418587,450497,418606,444820,408745,446679,504567,418602,477868,510103,401975,478980,476030,489529,413102,442749,453081,440998,430611,450881,472871,452636,433834,466038,402011,440724,470046,402016,467957,477916,401494,489497,434627,500958,442889,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,411216,502558,463077,431232,500682,399945,448212,493896,448585,418272,455681,485865,483196,437588,509878,418453,435186,495287,479492,418627,493295,420835,438384,495837,413788,456379,435960,406399,439833,442713,447380,476149,439698,504150,446374,476535,459503,427708,477700,449937,413440,407025,496851,442097,410899,431565,439422,417327,439725,419696,435648,401520,508460,486383,410556,476498,509868,417208,454111,401588,442827,439687,466404,472719,476015,409617,442143,400480,468235,450715,403100,448686,417741,502232,472579,439490,401267,476196"
447137,"447138,447139,442695,439009,442697,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,407337,439730,439733,407277,442837,491761,442836,407301,442906,423329,407327,407287,407318,442910,440761,443202,442911,443206"
442973,"442972,439803,442971,439804,443135,443134,408654,439829,501784,439828,501778,413552,413580,408889,443130,413523,413511,413577,413514,501808,462627,413530,413506,508784,413520,439695,413563,439694,413549,413561,413555,413570,483618,501843,413587"
442697,"447138,447139,442695,439009,447137,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,439730,439733,407277,442837,491761,442836,423329,407327,407287,414373"
439139,"438933,445127,439155,416677,416678,439138,440040,442784,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,439717,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439718,450636,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,450631,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
442786,"438933,445127,439155,416677,416678,439138,440040,442784,439139,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,439717,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439718,450636,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,450631,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
439097,"442764,442763,439096,442765,439841,442670,439094,443261,439840,442671,443263,442672,416672,438955,443266,439712,439713,438952,442791,442790,442792,443089,462194,443084,416578,443083,439815,443087,443082,408781,439816,443088,439814,412054,460662,443094,405798,443092,432909,428119,440421,445251,460453,445247,440422,491418,442715,439842"
442896,"439756,443104,495135,442897,443103,439755,442898,423810,443102,439818,443124,439645,412607,439826,439644,442675,439819,439149,442947,443125,442772,439825,442677,442676,442770,442801,442800,439152,433833,442798,442797,442803,439118,439119,442771,442804,443127,403070,442948,439151,498236,461133,407761,442946,439153,439943,400529,439779,439784,508438,508386,439146,439771,413739,508390,408836,442921,412912,485633,507936,413699,399065,408861,439736,455057,408277,406678,439078,476210,508137,481709,409658,489130,421555,469103,471412,414941,399565,442760,439769,418327,421052,442925,440999,472385,439148,442844,413773,439079,443039,409773,440813,443037,441000,402284,443175,443040,413776,439834,437755,443033,430875,422417,411656,413767,405023,443178,510913,476111,415208,442761,440567,426448,442700,404196,409896,405019,442923,476172,440577,476202,405086,491855,476076,414225,476034,456527,448959,437768,442825,463098,413786,483727,442698,400032,482675,442759,476087,476101,476069,440574,461773,442842,448862,407260,473713,507566,476137,439738,415641,408352,412408,442826,460315,442890,460194,442843,489520,430481,407231,413780,414324,415721,474641,443032,507988,440572,505485,436138,457453,418577,423557,409807,412567,476131,418094,420583,405167,476019,440001,454010,439998,476013,411893,440000,450103,464410,442888,497371,442824,506434,484123,439749,418565,424837,428712,433770,463994,414307,468963,452483,417037,492914,439747,451996,429449,399580,443179,408995,415828,432236,485966,443035,420296,402983,418838,486813,440565,476120,483441,448088,402963,405294,415607,443447,420413,482761,428252,413225,422000,416434,442750,416348,429028,406853,414300,452525,420228,414302,464673,435513,457892,458137,400287,429039,401789,493910,414321,403672,428868,413792,467426,414293,430496,413802,425961,454066,414318,401103,487219,415337,468175,413798,423300,486856,468913,476091,415682,431828,448778,439724,440793,426068,437979,454301,498339,483860,406793,442751,476083,413252,427594,414283,422602,420376,462455,442828,439685,437329,499720,502407,414281,442699,413810,481606,455056,407616,420966,442829,400890,418587,450497,418606,444820,408745,446679,504567,418602,477868,510103,401975,478980,476030,489529,413102,442749,453081,440998,430611,450881,472871,452636,433834,466038,402011,440724,470046,402016,467957,477916,401494,489497,434627,500958,442889,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,411216,502558,463077,431232,500682,399945,448212,493896,448585,418272,455681,485865,483196,437588,509878,418453,435186,495287,479492,418627,493295,420835,438384,495837,413788,456379,435960,406399,439833,442713,447380,476149,439698,504150,446374,476535,459503,427708,477700,449937,413440,407025,496851,442097,410899,431565,439422,417327,439725,419696,435648,401520,508460,486383,410556,476498,509868,417208,454111,401588,442827,439687,466404,472719,476015,409617,442143,400480,468235,450715,403100,448686,417741,502232,472579,439490,401267,476196"
439803,"442972,442973,442971,439804,443135,443134,408654,439829,501784,439828,501778,413552,413580,408889,443130,413523,413511,413577,413514,501808,462627,413530,413506,508784,413520,439695,413563,439694,413549,413561,413555,413570,483618,501843,413587"
430807,"438933,445127,439155,416677,416678,439138,440040,442784,439139,442786,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,439717,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439718,450636,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,450631,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
442696,"447138,447139,442695,439009,447137,442697,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,439730,439733,407277,442837,491761,442836,423329,407327,407287,414373"
423810,"439756,495135,442897,439755,442898,442896,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,452624,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,430875,443178,510913,476111,415208,426448,442700,405019,476172,476202,405086,491855,476076,476034,448959,407516,442825,442698,400032,476087,476101,476069,442842,448862,473713,476137,439738,415641,408352,442826,442843,402988,489520,430481,507988,505485,418577,412567,476131,476019,440001,454010,439998,476013,440000,450103,442824,484123,418565,428712,417785,492914,451996,429449,399580,443179,408995,432236,402983,425922,418838,486813,476120,483441,402963,405294,415607,428252,422000,416434,478063,416348,420228,435513,400287,465406,401789,493910,428868,467426,415337,468175,486856,476091,448778,493649,452699,406793,476083,427594,439685,437329,499720,502407,442699,437975,455056,400890,444820,446679,504567,437043,401975,476030,489529,440998,430611,433834,452574,440724,470046,402016,477916,401494,489497,434627,497121,441873,430582,445749,493089,504184,409844,459505,399945,448212,493896,448585,455681,420835,495837,456379,435960,406399,439833,476149,439698,476535,459503,427708,407025,431565,435648,419315,454111,413087,439687,466404,400480,404655,450715,403100,417741,502232,439490,476196"
